prodcode,dmdcode,gemscriptcode,therapyevents,productname,ingredient,strength,formulation,routeofadministration,bnfchapter,bnftext,databasebuild,intdrug
79722,36608711000001104,85438021,5,Letermovir 240mg tablets,Letermovir,240mg,Tablet,Oral,05030000,Antivirals,January 2020,1
18403,95745001000027100,60315020,245,Diltiazem HCl 180mg Modified-release capsule (Hillcross Pharmaceuticals Ltd),Diltiazem Hydrochloride,180mg,Modified-Release Capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
76072,30945211000001104,60253021,0,Warfarin 1mg tablets (Mawdsley-Brooks & Company Ltd),Warfarin sodium,1mg,Tablet,Oral,02080200,Oral Anticoagulants,May 2019,1
63737,15084211000001100,02462020,0,Fenofibrate micronised 267mg capsules (Sigma Pharmaceuticals Plc),Fenofibrate micronised,267mg,Capsule,Oral,02120300,Fibrates,July 2015,1
66425,29558611000001108,49069021,34,Bezafibrate 400mg modified-release tablets (A A H Pharmaceuticals Ltd),Bezafibrate,400mg,Modified-release tablet,Oral,02120300,Fibrates,June 2016,1
69604,32704211000001100,68997021,12,Osimertinib 40mg tablets,Osimertinib mesylate,40mg,Tablet,Oral,08010551,Protein Kinase Inhibitors,May 2017,1
48556,17857011000001106,07447020,517,Ciclosporin 100mg capsules (Phoenix Healthcare Distribution Ltd),Ciclosporin,100mg,Capsule,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,January 2013,1
58841,840611000001104,05854020,8,Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free (Kent Pharma (UK) Ltd),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2014,1
12322,294711000001103,48751020,13941,Cordarone X 100 tablets (Zentiva Pharma UK Ltd),Amiodarone hydrochloride,100mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,February 2009,1
47582,8993611000001100,69455020,63,Clarithromycin 250mg tablets (Sandoz Ltd),Clarithromycin,250mg,Tablet,Oral,05010500,Macrolides,August 2012,1
20890,345411000001107,86888020,59649,Zemtard 240 XL capsules (Galen Ltd),Diltiazem hydrochloride,240mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
88098,41396311000001104,04884022,2,Epclusa 150mg/37.5mg granules sachets (Gilead Sciences Ltd),Velpatasvir/Sofosbuvir,37.5mg + 150mg,Granules,Oral,05030302,Chronic Hepatitis C,May 2023,1
55316,8798611000001102,20945020,1,Warfarin 3mg/5ml oral suspension,Warfarin sodium,600microgram/1ml,Oral suspension,Oral,02080200,Oral Anticoagulants,May 2013,1
8466,933311000001105,54866020,51770,Marevan 1mg tablets (Advanz Pharma),Warfarin sodium,1mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
49978,10307311000001108,05870020,0,Erythromycin ethyl succinate 125mg/5ml oral suspension (Focus Pharmaceuticals Ltd),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral,05010500,Macrolides,January 2013,1
65956,29852211000001108,52265021,1,Erythromycin ethyl succinate 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral,05010500,Macrolides,April 2016,1
43532,4115511000001101,65573020,16,Fluconazole 200mg capsules (Actavis UK Ltd),Fluconazole,200mg,Capsule,Oral,05020100,Triazole Antifungals,September 2010,1
69480,30825911000001104,57352021,0,Erythromycin 250mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,May 2017,1
70486,32169911000001104,65937021,1,Cholib 145mg/40mg tablets (Viatris UK Healthcare Ltd),Simvastatin/Fenofibrate,40mg + 145mg,Tablet,Oral,02120300/02120400,Fibrates/Statins,October 2017,1
53823,17383411000001104,37428020,13,Solgar Niacin 500mg capsules (Solgar Vitamin and Herb),Nicotinic acid,500mg,Capsule,Oral,09060200,Vitamin B Group,February 2013,1
36099,8798211000001104,93666020,475,Warfarin 1mg/5ml oral suspension,Warfarin sodium,200microgram/1ml,Oral suspension,Oral,02080200,Oral Anticoagulants,February 2009,1
4446,319740004,60995020,37373,Acenocoumarol 1mg tablets,Acenocoumarol,1mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
9374,181535001000027100,72559020,6726,Adizem 60mg Modified-release tablet (Napp Pharmaceuticals Ltd),Diltiazem hydrochloride,60mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
12211,41987111000001104,55690020,7644,Nicotinic acid 50mg tablets,Nicotinic acid,50mg,Tablet,Oral,02120500,Nicotinic Acid Group,February 2009,1
41551,307111000001104,56022020,122,Amiodarone 100mg tablets (IVAX Pharmaceuticals UK Ltd),Amiodarone hydrochloride,100mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,March 2010,1
331,35368711000001104,69352020,277452,Clarithromycin 125mg/5ml oral suspension,Clarithromycin,25mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2009,1
46938,522511000001101,56572020,35,Amiodarone 200mg tablets (Actavis UK Ltd),Amiodarone hydrochloride,200mg,Tablet,Oral,02030201,Supraventricular & Ventricular Arrhythmias,March 2012,1
13348,461911000001100,54868020,22466,Marevan 5mg tablets (Advanz Pharma),Warfarin sodium,5mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
35696,8886511000001103,88983020,313,Kenzem SR 120mg capsules (Kent Pharma (UK) Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
6121,40811000001101,84082020,50170,Klaricid XL 500mg tablets (Viatris UK Healthcare Ltd),Clarithromycin,500mg,Modified-release tablet,Oral,05010500,Macrolides,February 2009,1
32262,12115001000027102,49558020,709,Diltiazem HCl 60mg Tablet (C P Pharmaceuticals Ltd),Diltiazem hydrochloride,60mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
681,41946511000001110,69353020,2360130,Clarithromycin 500mg tablets,Clarithromycin,500mg,Tablet,Oral,05010500,Macrolides,February 2009,1
14171,39107211000001104,81195020,20204,Erythromycin ethyl succinate 500mg/5ml oral suspension sugar free,Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2009,1
54208,15080911000001100,05921020,0,Clarithromycin 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc),Clarithromycin,50mg/1ml,Oral suspension,Oral,05010500,Macrolides,March 2013,1
66635,18574511000001104,01892020,58,Dilzem XL 180 capsules (DE Pharmaceuticals),Diltiazem hydrochloride,180mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,July 2016,1
10326,9742311000001104,89861020,719,Clarithromycin 125mg granules straws,Clarithromycin,125mg,Granules,Oral,00000000,Unknown,February 2009,1
61264,23903911000001108,21395021,0,Erythromycin 250mg gastro-resistant tablets (DE Pharmaceuticals),Erythromycin,250mg,Gastro-resistant tablet,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,September 2014,1
103,36064711000001104,59398020,660720,Erythromycin 250mg gastro-resistant capsules,Erythromycin,250mg,Gastro-resistant capsule,Oral,00000000,Unknown,February 2009,1
318,65335001000027104,56230020,122468,Erymax 250mg Capsule (Elan Pharma),Erythromycin,250mg,Gastro-resistant capsule,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,February 2009,1
16522,499111000001102,76404020,3535,Arava 10mg tablets (Sanofi),Leflunomide,10mg,Tablet,Oral,10010302,Drugs Affecting The Immune Response In Rheumatic Disease,February 2009,1
8524,81585001000027100,58375020,3404,Securon 40mg Tablet (Abbott Laboratories Ltd),Verapamil hydrochloride,40mg,Tablet,Oral,02030202/02060200,Supraventricular Arrhythmias/Calcium-Channel Blockers,February 2009,1
64427,27947111000001104,40587021,2,Idelalisib 150mg tablets,Idelalisib,150mg,Tablet,Oral,08010500,Other Antineoplastic Drugs,October 2015,1
39613,30611000001101,96634020,9672,Erythrocin 500 tablets (Advanz Pharma),Erythromycin stearate,500mg,Tablet,Oral,05010500,Macrolides,May 2009,1
83625,38754811000001104,95135021,349,Nilemdo 180mg tablets (Daiichi Sankyo UK Ltd),Bempedoic acid,180mg,Tablet,Oral,02120700,Other Lipid-Regulating Products,April 2021,1
48264,5360011000001101,06189020,4,Diflucan 150mg capsules (Waymade Healthcare Plc),Fluconazole,150mg,Capsule,Oral,05020000/05020100,Antifungals/Triazole Antifungals,January 2013,1
32275,41791211000001104,79378020,3,Lopinavir 133.3mg / Ritonavir 33.3mg capsules,Ritonavir/Lopinavir,33.3mg + 133.3mg,Capsule,Oral,00000000,Unknown,February 2009,1
30202,36055001000027104,52500020,7398,Warfarin wbp 1mg Tablet (Boehringer Ingelheim Ltd),Warfarin sodium,1mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
34189,18635001000027104,50360020,65,Erythromycin 250mg Tablet (C P Pharmaceuticals Ltd),Erythromycin,250mg,Gastro-resistant tablet,Oral,05010500/13060201,Macrolides/Oral Antibacterials For Acne,February 2009,1
79457,32751211000001108,69463021,1,Warfarin 3mg capsules,Warfarin sodium,3mg,Capsule,Oral,02080200,Oral Anticoagulants,December 2019,1
700,7418511000001104,84862020,2760,Vera-Til SR 120mg tablets (Tillomed Laboratories Ltd),Verapamil hydrochloride,120mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
25777,723811000001107,86145020,668,Dilcardia SR 120mg capsules (Viatris UK Healthcare Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
74634,41768511000001104,20068021,2,Regorafenib 40mg tablets,Regorafenib,40mg,Tablet,Oral,08010551,Protein Kinase Inhibitors,February 2019,1
13644,54575001000027104,54848020,1739,Dindevan 25mg Tablet (Goldshield Pharmaceuticals Ltd),Phenindione,25mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
37774,8885711000001100,88979020,989,Kenzem SR 60mg capsules (Kent Pharma (UK) Ltd),Diltiazem hydrochloride,60mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
55300,52965001000027104,54648020,52,Erythromycin 500mg Tablet (Teva UK Ltd),Erythromycin,500mg,Tablet,,05010500/13060201,Macrolides/Oral Antibacterials For Acne,May 2013,1
62051,23936511000001104,21820021,0,Ciclosporin 25mg capsules (Niche Pharma Ltd),Ciclosporin,25mg,Capsule,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,January 2015,1
4920,319988005,86192020,312943,Fenofibrate micronised 200mg capsules,Fenofibrate micronised,200mg,Capsule,Oral,02120300,Fibrates,February 2009,1
54882,17965211000001106,78517020,0,Clarithromycin 250mg tablets (Almus Pharmaceuticals Ltd),Clarithromycin,250mg,Tablet,Oral,00000000,Unknown,May 2013,1
82945,17903311000001100,05877020,0,Erythromycin ethyl succinate 500mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd),Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2021,1
59017,4324711000001106,66105020,0,Fluconazole 150mg capsules (Kent Pharma (UK) Ltd),Fluconazole,150mg,Capsule,Oral,05020100,Triazole Antifungals,March 2014,1
2592,32311000001105,84421020,45345,Viazem XL 120mg capsules (Thornton & Ross Ltd),Diltiazem hydrochloride,120mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
69108,29956011000001108,52680021,0,Adizem-XL 300mg capsules (Lexon (UK) Ltd),Diltiazem hydrochloride,300mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,April 2017,1
53004,18257211000001100,05852020,2,Erythrocin 500 tablets (Necessity Supplies Ltd),Erythromycin stearate,500mg,Tablet,Oral,05010500,Macrolides,January 2013,1
42390,15410411000001100,96542020,43,Dasatinib 100mg tablets,Dasatinib monohydrate,100mg,Tablet,Oral,08010551,Protein Kinase Inhibitors,May 2010,1
5326,198095001000027100,75621020,15457,Diltiazem 24hr 300mg modified-release capsules,Diltiazem Hydrochloride,300mg,24 Hour Modified Release Capsules,Oral,02060200,Calcium-Channel Blockers,February 2009,1
4308,193225001000027100,74597020,37111,Dilzem sr 90mg Capsule (Elan Pharma),Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
61756,25290511000001100,29551021,424730,Empagliflozin 10mg tablets,Empagliflozin,10mg,Tablet,Oral,06010205,SGLT2 Inhibitors (Gliflozins),December 2014,1
27504,222505001000027100,83251020,2,Primacine 500mg/5ml Liquid (Pinewood Healthcare),Erythromycin ethyl succinate,100mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2009,1
57219,4579711000001108,68534020,29,Fenofibrate micronised 200mg capsules (Sandoz Ltd),Fenofibrate micronised,200mg,Capsule,Oral,02120300,Fibrates,September 2013,1
3370,196425001000027100,75264020,23116,Dilzem xl mr 120mg Modified-release capsule (Elan Pharma),Diltiazem Hydrochloride,120mg,Modified-Release Capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
83497,4195011000001105,13776020,48,Generic Berocca effervescent tablets sugar free,Pantothenic acid/Ascorbic acid/Cyanocobalamin/Zinc/Magnesium/Pyridoxine/Nicotinic acid/Riboflavin/Thiamine/Folic acid/Calcium/Biotin,22.7mg + 476mg + 8.6microgram + 9mg + 95mg + 7.1mg + 45.3mg + 13.6mg + 10.4mg + 366microgram + 95mg + 130microgram,Effervescent tablet,Oral,09040251,Nutritional Supplements,April 2021,1
69370,30173411000001108,54178021,223,Synjardy 5mg/850mg tablets (Boehringer Ingelheim Ltd),Empagliflozin/Metformin hydrochloride,5mg + 850mg,Tablet,Oral,06010210,Gliflozins Plus Metformin,May 2017,1
16328,525311000001101,78409020,6301,Verapress MR 240mg tablets (Dexcel-Pharma Ltd),Verapamil hydrochloride,240mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,February 2009,1
73461,506011000001101,05857020,107,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Kent Pharma (UK) Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral,05010500,Macrolides,October 2018,1
65259,14734611000001104,05908020,2,Klaricid 500 tablets (Sigma Pharmaceuticals Plc),Clarithromycin,500mg,Tablet,Oral,05010500,Macrolides,January 2016,1
8945,65411000001102,68479020,78107,Univer 240mg modified-release capsules (Teva UK Ltd),Verapamil hydrochloride,240mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
46937,896111000001102,56930020,309,Diltiazem 60mg modified-release tablets (Accord-UK Ltd),Diltiazem hydrochloride,60mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,March 2012,1
48457,10055111000001106,01881020,773,Diltiazem 90mg modified-release capsules (Alliance Healthcare (Distribution) Ltd),Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,January 2013,1
17824,61405001000027104,55689020,267,Nicotinic acid 25mg Tablet,Nicotinic Acid,25mg,Tablet,Oral,02120500,Nicotinic Acid Group,February 2009,1
9639,319994002,76495020,335157,Fenofibrate micronised 160mg tablets,Fenofibrate micronised,160mg,Tablet,Oral,02120300,Fibrates,February 2009,1
54974,21835511000001108,46810020,27,Ciclosporin 50mg capsules (Cubic Pharmaceuticals Ltd),Ciclosporin,50mg,Capsule,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,May 2013,1
49138,18056011000001104,06200020,142,Diflucan 150mg capsules (Lexon (UK) Ltd),Fluconazole,150mg,Capsule,Oral,05020100,Triazole Antifungals,January 2013,1
79856,24556411000001108,26709021,30,Noxafil 100mg gastro-resistant tablets (Merck Sharp & Dohme (UK) Ltd),Posaconazole,100mg,Gastro-resistant tablet,Oral,05020100,Triazole Antifungals,February 2020,1
58758,41760611000001110,46649020,4,Crizotinib 200mg capsules,Crizotinib,200mg,Capsule,Oral,08010551,Protein Kinase Inhibitors,February 2014,1
87778,38890411000001104,94939021,0,Erythromycin ethyl succinate 250mg/5ml oral suspension sugar free (Medihealth (Northern) Ltd),Erythromycin ethyl succinate,50mg/1ml,Oral suspension,Oral,05010500,Macrolides,March 2023,1
84489,38755111000001110,95250021,707,Nustendi 180mg/10mg tablets (Daiichi Sankyo UK Ltd),Bempedoic acid/Ezetimibe,180mg + 10mg,Tablet,Oral,02120700,Other Lipid-Regulating Products,September 2021,1
48282,18311411000001104,01882020,2832,Diltiazem 90mg modified-release capsules (A A H Pharmaceuticals Ltd),Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,January 2013,1
39616,274611000001103,96632020,11989,Erythrocin 250 tablets (Advanz Pharma),Erythromycin stearate,250mg,Tablet,Oral,05010500,Macrolides,May 2009,1
74009,5524911000001103,02406020,106,Bezalip Mono 400mg modified-release tablets (Dowelhurst Ltd),Bezafibrate,400mg,Modified-release tablet,Oral,02120300,Fibrates,December 2018,1
59264,18611011000001108,00872020,0,Securon SR 240mg tablets (DE Pharmaceuticals),Verapamil hydrochloride,240mg,Modified-release tablet,Oral,02060200,Calcium-Channel Blockers,April 2014,1
38831,2886711000001103,95539020,71626,Adizem-SR 180mg capsules (Napp Pharmaceuticals Ltd),Diltiazem hydrochloride,180mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
27768,82265001000027100,58443020,1,Erythrolar 250mg Tablet (Lagap),Erythromycin stearate,250mg,Tablet,Oral,05010500,Macrolides,February 2009,1
13556,172611000001109,52332020,3528,Sandimmun 100mg capsules (Novartis Pharmaceuticals UK Ltd),Ciclosporin,100mg,Capsule,Oral,08020200/10010302/13050300,Corticosteroids And Other Immunosuppressants/Drugs Affecting The Immune Response In Rheumatic Disease/Drugs Affecting The Immune Response For Eczema And Psoriasis,February 2009,1
34329,387811000001105,49493020,301,Colchicine 500microgram tablets (UCB Pharma Ltd),Colchicine,500microgram,Tablet,Oral,10010450,Acute Attacks Of Gout,February 2009,1
53688,9038211000001104,70580020,0,Clarithromycin 250mg tablets (Ranbaxy (UK) Ltd),Clarithromycin,250mg,Tablet,Oral,05010500,Macrolides,February 2013,1
27401,8886211000001101,88981020,673,Kenzem SR 90mg capsules (Kent Pharma (UK) Ltd),Diltiazem hydrochloride,90mg,Modified-release capsule,Oral,02060200,Calcium-Channel Blockers,February 2009,1
33248,46235001000027104,53834020,99,Erythromycin 125mg/5ml Liquid (IVAX Pharmaceuticals UK Ltd),Erythromycin ethyl succinate,25mg/1ml,Oral suspension,Oral,05010500,Macrolides,February 2009,1
34095,36075001000027104,52502020,2379,Warfarin wbp 5mg Tablet (Boehringer Ingelheim Ltd),Warfarin sodium,5mg,Tablet,Oral,02080200,Oral Anticoagulants,February 2009,1
